Sample Date,Address,1st Draw,2/3 Min,5 Min
10/1/18,24XX N ROCKWELL ST,< 1,< 1,< 1
7/29/19,24XX N ROCKWELL ST,7.9,9.2,4.8
9/19/19,24XX N ROCKWELL ST,< 1,< 1,< 1
7/22/20,24XX N ROCKWELL ST,13,10,5.2
2/19/17,24XX N ROCKWELL ST,16,4.2,3.7
,24XX N ROCKWELL ST,Customer declined further testing,,
4/23/23 10:52,24XX N ROCKWELL ST ,<0.5,<0.5,<0.5
3/21/19,24XX N RUTHERFORD AVE,4,5.4,1.4
,24XX N SAINT LOUIS AVE,Customer declined further testing,,
10/4/21 6:30,24XX N Saint Louis Ave ,<1.0,<1.0,<1.0
8/7/21 11:45,24XX N SAINT LOUIS AVE ,17,57,20
8/7/21 11:45,24XX N SAINT LOUIS AVE ,17,57,20
6/20/16,24XX N SAWYER AVE,1.1,2.1,1.8
12/11/17,24XX N SAWYER AVE,3.5,6.4,2.2
12/25/19,24XX N SAWYER AVE,1.7,< 1,< 1
8/3/20,24XX N SAWYER AVE,< 1,< 1,< 1
11/16/22 6:30,24XX N SAWYER AVE ,7,4.3,2.1
11/18/22 6:30,24XX N SAWYER AVE ,<0.5,<0.5,<0.5
1/4/23 8:00,24XX N SAWYER AVE ,5.7,6.6,3.9
8/30/23 7:00,24XX N SAWYER AVE ,3.5,2.1,1.7
10/2/23 19:27,24XX N SAWYER AVE ,1,1.3,1.7
11/19/23 6:17,24XX N SAWYER AVE ,1.1,1.4,1.3
4/7/21,24XX N SAYRE AVE,2.9,2.8,2.3
1/15/20,24XX N SEMINARY AVE,< 1,< 1,< 1
9/29/21 7:00,24XX N SEMINARY AVE,<1.0,<1.0,<1.0
10/9/23 18:00,24XX N SEMINARY AVE,39,41,38
10/9/23 18:00,24XX N SEMINARY AVE,39,41,38
11/21/23,24XX N SEMINARY AVE,See Follow-Up Sequential Sampling Table for Results,,
9/26/21 6:49,24XX N SEMINARY AVE ,<1.0,<1.0,<1.0
10/3/21 6:52,24XX N Seminary Ave ,1.1,5.8,1.3
5/3/24 6:30,24XX N SEMINARY AVE ,<0.5,<0.5,<0.5
7/26/21 6:43,24XX N SHEFFIELD AVE ,<1.0,<1.0,<1.0
5/9/21,24XX N SOUTHPORT AVE,< 1,< 1,< 1
4/25/23 7:18,24XX N SOUTHPORT AVE ,<0.5,<0.5,<0.5
5/23/23 18:15,24XX N SOUTHPORT AVE ,<0.5,<0.5,<0.5
6/25/18,24XX N SPAULDING AVE,8,4.2,3.9
11/11/20,24XX N SPAULDING AVE,3.7,5.7,5.6
6/9/22 5:00,24XX N SPAULDING AVE ,1.8,1.3,0.9
12/5/22 6:52,24XX N SPAULDING AVE ,<0.5,<0.5,<0.5
2/13/23 7:17,24XX N SPAULDING AVE ,8.4,10,3.3
5/24/23 17:30,24XX N SPAULDING AVE ,<0.5,<0.5,0.7
5/17/24 7:30,24XX N SPAULDING AVE ,4.2,0.6,0.9
7/30/23 9:03,24XX N SPRINGFIELD AVE ,1.3,0.5,0.5
8/26/18,24XX N ST LOUIS AVE,3.4,5.2,4.9
10/31/22 14:00,24XX N ST LOUIS AVE ,2,2.5,1.2
4/2/22 18:08,24XX N SURREY CT ,1.3,1.1,0.7
11/19/18,24XX N TALMAN AVE,11,3.5,3
7/4/22 10:04,24XX N TALMAN AVE ,4.7,4.3,2.5
5/23/24 4:50,24XX N TALMAN AVE ,1.5,3.1,2.2
3/10/19,24XX N TRIPP AVE,3.1,5.4,2.6
5/14/24 6:27,24XX N TRIPP AVE ,0.6,0.9,5
5/21/18,24XX N WASHTENAW AVE,8.4,6.2,3.6
11/12/20,24XX N WASHTENAW AVE,< 1,< 1,< 1
5/2/23,24XX N WASHTENAW AVE,See Follow-Up Sequential Sampling Table for Results,,
2/15/23 7:10,24XX N WASHTENAW AVE ,<0.5,<0.5,<0.5
4/18/24 8:21,24XX N WASHTENAW AVE ,0.5,0.7,0.6
11/17/22 10:15,24XX N WASHTENAW AVE ,7.2,17,3.9
11/17/22 10:15,24XX N WASHTENAW AVE ,7.2,17,3.9
3/13/23 15:00,24XX N WESTERN AVE ,<0.5,<0.5,<0.5
4/27/24 8:58,24XX N WESTERN AVE ,<0.5,<0.5,<0.5
1/17/20,24XX S ALBANY AVE,5.2,6.3,2.2
4/7/19,24XX S AVERS AVE,6.7,2.5,2.1
10/15/20,24XX S AVERS AVE,1.1,1.3,1.2
8/25/22 7:00,24XX S AVERS AVE ,7.1,7.3,3.8
7/28/23 6:25,24XX S AVERS AVE ,3.5,2.7,2.1
2/4/20,24XX S CENTRAL PARK AVE,1.4,< 1,< 1
11/21/23 3:00,24XX S CHRISTIANA AVE,<0.5,<0.5,<0.5
2/9/23 7:00,24XX S HAMLIN AVE ,3.8,1.5,1.1
12/13/22 7:00,24XX S HOMAN AVE ,0.7,0.6,<0.5
10/18/16,24XX S KEDZIE AVE,6.8,2.7,2.7
4/7/21,24XX S KEDZIE AVE,2.9,1.5,1.1
4/29/24 14:30,24XX S KEDZIE AVE ,3.9,1.9,1.7
12/16/18,24XX S LAWNDALE AVE,< 1,< 1,< 1
7/31/19,24XX S LAWNDALE AVE,6.6,15,7.6
7/31/19,24XX S LAWNDALE AVE,6.6,15,7.6
10/7/19 8:00,24XX S LAWNDALE AVE,See Follow-Up Sequential Sampling Table for Results,,
3/3/24 7:02,24XX S LAWNDALE AVE ,<0.5,<0.5,<0.5
8/5/19,24XX S MILLARD AVE,2,2.7,2.6
8/19/19,24XX S MILLARD AVE,5.6,4.8,4.5
7/23/19,24XX S NORMAL AVE,< 1,< 1,< 1
9/21/18,24XX S OAKLEY AVE,See Follow-Up Sequential Sampling Table for Results,,
6/11/18,24XX S OAKLEY AVE,3,16,2.1
6/11/18,24XX S OAKLEY AVE,3,16,2.1
,24XX S OAKLEY AVE,Customer declined further testing,,
11/14/21 8:47,24XX S OAKLEY AVE ,2,11,2.8
11/22/22 9:38,24XX S OAKLEY AVE ,0.8,1.2,0.5
3/19/19,24XX S RIDGEWAY AVE,6.4,16,2.4
3/29/22,24XX S RIDGEWAY AVE,See Follow-Up Sequential Sampling Table for Results,,
5/2/21,24XX S RIDGEWAY AVE,29,11,7.8
5/12/22,24XX S RIDGEWAY AVE,See Follow-Up Sequential Sampling Table for Results,,
8/1/23 12:00,24XX S RIDGEWAY AVE ,5.4,7,6.2
7/21/22 9:00,24XX S SAINT LOUIS AVE ,3.9,1.7,1.5
12/11/22 17:00,24XX S SPAULDING AVE ,4.1,2.1,2
3/5/20,24XX S SPRINGFIELD AVE,1.9,2,< 1
10/12/21 7:08,24XX S SPRINGFIELD AVE ,2.8,4.5,4.6
4/23/20,24XX S TRUMBULL AVE,5.6,18,2.1
,24XX S TRUMBULL AVE,Customer declined further testing,,
10/3/22 6:42,24XX S WASHTENAW AVE ,2.8,3.2,1.8
10/12/23 14:20,24XX S WESTERN AVE ,2.6,4.9,4.4
9/7/21 9:00,24XX S WHIPPLE ST,2.9,<1.0,<1.0
10/1/19,24XX W 100TH ST,4.9,7.3,3.3
6/16/18,24XX W 103RD ST,2,4.6,1.7
7/29/19,24XX W 103RD ST,3.5,13,1.9
1/10/24 4:00,24XX W 103RD ST ,0.6,0.6,<0.5
10/19/19,24XX W 107TH ST,2,9.8,1.3
4/8/19,24XX W 108TH ST,7.3,6.6,3.2
10/15/20,24XX W 110TH ST,1.9,3.1,< 1
5/5/19,24XX W 113TH ST,2.4,3,1.2
8/14/16,24XX W 114TH ST,1.9,1.6,1.2
3/4/19,24XX W 114TH ST,2.4,1.6,< 1
12/16/19,24XX W 114TH ST,1.4,< 1,< 1
7/3/19,24XX W 25TH ST,4.9,11,2.4
1/10/19,24XX W 32ND PL,< 1,< 1,< 1
2/11/24 9:45,24XX W 32ND PL ,<0.5,<0.5,<0.5
6/10/19,24XX W 34TH PL,1,1.4,1.2
7/2/17,24XX W 34TH ST,< 1,< 1,< 1
2/11/24 7:50,24XX W 34TH ST ,4.1,1.7,1.5
8/3/21 9:00,24XX W 35TH ST ,<1.0,<1.0,<1.0
10/14/23 7:00,24XX W 45TH PL ,5,5.5,4.5
12/15/20,24XX W 46TH ST,< 1,< 1,< 1
4/10/21,24XX W 46TH ST,< 1,< 1,< 1
10/9/21 4:00,24XX W 46TH ST ,2.6,3.4,2.6
1/25/23 3:24,24XX W 53rd St ,4.3,4.7,4
11/12/19,24XX W 54TH ST,2.1,2.1,1.4
5/30/19,24XX W 83RD ST,2.1,2.4,1.3
10/25/19,24XX W ADDISON ST,1.9,1.4,1.3
6/28/24 7:00,24XX W ADDISON ST ,<0.5,<0.5,<0.5
12/5/23 6:02,24XX W AINSLIE ST ,1,2,0.7
1/15/20,24XX W ARTHINGTON ST,< 1,< 1,< 1
8/23/23 5:30,24XX W ARTHINGTON ST ,<0.5,<0.5,<0.5
11/28/18,24XX W ARTHUR AVE,4.3,2.9,1.2
8/18/21,24XX W AUGUSTA AVE,16,6.7,6.7
12/20/21,24XX W AUGUSTA AVE,27,6.6,4.6
2/28/22,24XX W AUGUSTA AVE,See Follow-Up Sequential Sampling Table for Results,,
8/19/18,24XX W AUGUSTA BLVD,< 1,< 1,< 1
1/22/24 7:35,24XX W AUGUSTA BLVD ,<0.5,<0.5,<0.5
2/3/24 9:52,24XX W AUGUSTA BLVD ,3,2.5,2
5/20/24 6:50,24XX W AUGUSTA BLVD ,<0.5,<0.5,<0.5
8/18/21 8:15,24XX W AUGUSTA BLVD ,16,6.7,6.7
12/20/21 8:21,24XX W AUGUSTA BLVD ,27,6.6,4.6
2/19/24 8:00,24XX W BALMORAL AVE ,<0.5,<0.5,<0.5
10/4/20,24XX W BELLE PLAINE AVE,< 1,1.5,1.5
7/29/21 7:30,24XX W BELLE PLAINE AVE ,<1.0,<1.0,<1.0
11/25/18,24XX W BELMONT AVE,< 1,< 1,< 1
12/22/19,24XX W BERENICE AVE,< 1,< 1,< 1
5/1/19,24XX W BERTEAU AVE,1,< 1,< 1
12/28/21 6:44,24XX W BERTEAU AVE,0.8,1,<0.5
11/11/19,24XX W BERTEAU AVE,37,3.4,3.3
11/11/19,24XX W BERTEAU AVE,37,3.4,3.3
2/28/20,24XX W BERTEAU AVE,See Follow-Up Sequential Sampling Table for Results,,
4/15/24 7:25,24XX W BERTEAU AVE ,5.5,2.5,1.9
5/31/18,24XX W BERWYN AVE,1.1,< 1,< 1
3/2/22 16:10,24XX W BERWYN AVE ,0.6,<0.5,<0.5
6/1/24 14:29,24XX W BIRCHWOOD AVE ,0.8,0.8,1.6
7/22/22 6:06,24XX W BRADLEY PL ,<0.5,<0.5,<0.5
3/31/24 18:20,24XX W BRADLEY PL ,<0.5,<0.5,<0.5
1/29/24 7:17,24XX W BRYN MAWR AVE ,<0.5,<0.5,<0.5
4/15/24 8:10,24XX W BRYN MAWR AVE ,<0.5,<0.5,<0.5
7/12/20,24XX W BRYN MAWR AVE 205,< 1,< 1,< 1
4/19/19,24XX W BYRON ST,< 1,< 1,< 1
12/2/19,24XX W BYRON ST,< 1,< 1,< 1
8/19/18,24XX W BYRON ST,3.1,34,5.9
12/7/18,24XX W BYRON ST,See Follow-Up Sequential Sampling Table for Results,,
8/19/18,24XX W BYRON ST,3.1,34,5.9
7/12/19,24XX W CARMEN AVE,5.2,6.8,1.9
10/21/19,24XX W CATALPA AVE,< 1,< 1,< 1
7/10/18,24XX W CHARLESTON ST,< 1,< 1,< 1
2/28/20,24XX W CHICAGO AVE,< 1,< 1,< 1
10/24/21 7:30,24XX W CHICAGO AVE ,2,4.3,2.6
11/21/22 7:00,24XX W CORTEZ ST,<0.5,<0.5,<0.5
1/6/24 6:49,24XX W CORTEZ ST ,0.6,0.5,0.6
8/18/17,24XX W CORTLAND ST,< 1,< 1,< 1
5/15/19,24XX W CORTLAND ST,< 1,< 1,< 1
6/14/19,24XX W CORTLAND ST,1,< 1,< 1
8/12/19,24XX W CORTLAND ST,< 1,< 1,< 1
8/17/19,24XX W CORTLAND ST,< 1,< 1,< 1
11/9/19,24XX W CORTLAND ST,1.4,1.3,1.3
8/27/21 5:55,24XX W CORTLAND ST ,<1.0,<1.0,<1.0
9/7/23 7:36,24XX W CORTLAND ST ,5.8,8.4,6.8
5/20/19,24XX W COYLE ,See Follow-Up Sequential Sampling Table for Results,,
3/27/19,24XX W COYLE ,4.7,15,3.1
8/24/16,24XX W COYLE AVE,1.7,1.2,1.2
10/28/18,24XX W COYLE AVE,2.6,2.4,1.8
2/2/20,24XX W COYLE AVE,2.6,1.6,1.2
3/27/19,24XX W COYLE AVE,4.7,15,3.1
6/22/23 6:15,24XX W COYLE AVE ,3.8,8.2,2.3
4/10/19,24XX W COYLE ST,2.6,5.5,1.1
11/17/16,24XX W CULLOM AVE,< 1,< 1,< 1
4/6/19,24XX W CULLOM AVE,2.4,3.3,1.6
11/22/22 6:10,24XX W CULLOM AVE ,2,2.7,1.5
8/16/19,24XX W CUYLER AVE,1.2,8.1,1.4
11/30/22 7:00,24XX W CUYLER AVE ,3.1,7.6,3.9
12/18/18,24XX W DAKIN ST,1,1.1,< 1
3/24/19,24XX W DAKIN ST,2.6,2.1,1.3
4/30/19,24XX W DAKIN ST,< 1,< 1,< 1
7/20/22 6:30,24XX W DAKIN ST ,<0.5,<0.5,<0.5
6/11/18,24XX W EASTWOOD AVE,< 1,< 1,< 1
8/14/18,24XX W EASTWOOD AVE,1.8,< 1,< 1
5/20/19,24XX W EASTWOOD AVE,1.3,10,1.2
7/18/19,24XX W EASTWOOD AVE,< 1,< 1,< 1
11/9/19,24XX W EASTWOOD AVE,1.5,1.3,< 1
11/17/19,24XX W EASTWOOD AVE,2.8,1.7,1.1
2/6/21,24XX W EASTWOOD AVE,1.2,< 1,< 1
8/31/21 16:00,24XX W EASTWOOD AVE ,2.7,7.9,2.6
7/6/23 8:26,24XX W EASTWOOD AVE ,2.3,4,2.6
4/30/24 18:49,24XX W EASTWOOD AVE ,<0.5,<0.5,<0.5
6/28/24 8:09,24XX W EASTWOOD AVE ,<0.5,<0.5,<0.5
4/15/21,24XX W ERIE ST,< 1,< 1,< 1
8/1/22 8:05,24XX W ERIE ST ,0.9,1.6,1.3
4/12/22 10:00,24XX W ESTES AVE ,0.6,<0.5,<0.5
9/15/22 7:20,24XX W ESTES AVE ,<0.5,<0.5,<0.5
4/29/24 7:45,24XX W ESTES AVE ,0.6,<0.5,<0.5
11/29/16,24XX W FARRAGUT AVE,< 1,< 1,< 1
8/24/18,24XX W FARRAGUT AVE,< 1,< 1,< 1
10/25/18,24XX W FARRAGUT AVE,< 1,< 1,< 1
4/13/21,24XX W FARRAGUT AVE,< 1,< 1,< 1
11/29/16,24XX W FARWELL AVE,3.4,1.7,1.5
5/7/19,24XX W FARWELL AVE,4.2,2.2,1.6
8/16/19,24XX W FARWELL AVE,3.6,7.2,8.1
8/26/19,24XX W FARWELL AVE,1.6,5.5,1.4
5/14/21,24XX W FARWELL AVE,3.5,7,3.5
8/20/21 7:55,24XX W FARWELL AVE ,3.5,2.9,2.5
11/18/21 8:37,24XX W FARWELL AVE ,2.4,2.9,1.4
10/10/23 17:00,24XX W FARWELL AVE ,3.5,7,2.8
11/16/23 14:00,24XX W FARWELL AVE ,2.3,<0.5,<0.5
11/16/23 14:00,24XX W FARWELL AVE ,2.3,<0.5,<0.5
10/24/23 16:00,24XX W FILLMORE ST ,1.8,1.6,1.5
5/15/22 6:48,24XX W FLETCHER ,1.9,2.6,1.5
8/10/23 7:23,24XX W FLETCHER ST ,<0.5,<0.5,<0.5
5/7/24 14:39,24XX W FLETCHER ST ,3.5,4.7,3.8
5/12/19,24XX W FLOURNOY ST,2.7,2.4,1.9
8/24/21 8:20,24XX W FLOURNOY ST ,<1.0,<1.0,<1.0
8/17/22 6:10,24XX W FOSTER AVE ,<0.5,<0.5,<0.5
8/2/23 8:05,24XX W FOSTER AVE ,1.7,2.8,2.2
2/7/24 16:00,24XX W FOSTER AVE ,<0.5,<0.5,<0.5
10/23/19,24XX W FULLERTON AVE,< 1,< 1,< 1
11/14/22 6:30,24XX W FULLERTON AVE ,1.5,1.7,1.3
7/1/19,24XX W GRACE ST,1.8,1.9,< 1
10/10/19,24XX W GRACE ST,1.5,1,< 1
2/21/20,24XX W GRACE ST,< 1,< 1,< 1
12/6/21 14:00,24XX W GRANVILLE AVE ,4.7,9.6,8.3
9/24/16,24XX W GREENLEAF AVE,< 1,< 1,< 1
11/2/18,24XX W GREENLEAF AVE,< 1,< 1,< 1
11/24/19,24XX W GRENSHAW ST,< 1,< 1,< 1
5/23/23 11:00,24XX W GRENSHAW ST ,1.1,0.7,0.7
4/15/24 6:25,24XX W GRENSHAW ST ,1.5,<0.5,<0.5
9/5/16,24XX W GUNNISON ST,1.2,1.8,1.9
7/9/18,24XX W GUNNISON ST,< 1,< 1,< 1
1/2/20,24XX W GUNNISON ST,5,2.6,2.1
1/22/24 18:24,24XX W GUNNISON ST ,1.5,1.2,0.8
4/25/24 7:01,24XX W GUNNISON ST ,7,4.5,2.8
12/16/19,24XX W HADDON AVE,< 1,< 1,< 1
2/14/19,24XX W HARRISON AVE,1.9,1.5,< 1
8/12/23 1:00,24XX W HARRISON ST ,<0.5,<0.5,<0.5
4/25/24 10:05,24XX W HOLLYWOOD AVE ,<0.5,<0.5,<0.5
9/12/18,24XX W HOMER ST,2,3.6,3.9
6/4/19,24XX W HOMER ST,< 1,< 1,< 1
8/26/19,24XX W HOMER ST,< 1,< 1,< 1
7/24/19,24XX W HOMER ST,230,21,13
10/6/21,24XX W HOMER ST,See Follow-Up Sequential Sampling Table for Results,,
1/19/22 19:30,24XX W HOWARD ST ,<0.5,<0.5,<0.5
8/23/19,24XX W HURON ST,1.9,1.2,< 1
12/16/19,24XX W HURON ST,1.8,< 1,< 1
4/23/23 9:40,24XX W HURON ST ,9,11,5.6
8/18/18,24XX W HUTCHINSON ST,10,7.1,5.9
12/14/18,24XX W HUTCHINSON ST,< 1,2.3,< 1
6/14/19,24XX W HUTCHINSON ST,2.5,10,1.8
8/2/19,24XX W HUTCHINSON ST,< 1,3.1,< 1
8/8/19,24XX W HUTCHINSON ST,< 1,< 1,< 1
11/24/19,24XX W HUTCHINSON ST,< 1,1.6,< 1
6/22/22 8:05,24XX W HUTCHINSON ST ,4.3,13,4
7/30/22 7:15,24XX W HUTCHINSON ST ,3.8,14,3.4
7/4/23 4:40,24XX W HUTCHINSON ST ,4,4.3,4.2
3/18/24 7:43,24XX W HUTCHINSON ST ,4.1,1,0.6
3/25/24 6:15,24XX W HUTCHINSON ST ,3.2,<0.5,<0.5
7/13/18,24XX W IRVING PARK RD,< 1,< 1,< 1
7/29/20,24XX W IRVING PARK RD,< 1,< 1,< 1
8/1/18,24XX W JARVIS AVE,1.9,4.3,2.5
3/25/19,24XX W JARVIS AVE,1.2,< 1,< 1
2/5/20,24XX W JARVIS AVE,< 1,1.1,< 1
4/26/21,24XX W JARVIS AVE,1.1,< 1,< 1
7/1/24 7:00,24XX W JARVIS AVE ,1.1,1.1,1.4
5/27/18,24XX W LELAND AVE,< 1,< 1,< 1
8/12/20,24XX W LELAND AVE,< 1,< 1,< 1
10/3/20,24XX W LELAND AVE,< 1,< 1,< 1
11/3/20,24XX W LELAND AVE,3.4,2.4,1.3
6/6/23 8:02,24XX W LELAND AVE ,3.8,5.6,3.2
6/27/23 6:17,24XX W LELAND AVE ,2.2,3.5,2.2
7/23/16,24XX W LEXINGTON ST,< 1,< 1,< 1
8/24/23 4:12,24XX W LEXINGTON ST ,0.7,0.8,0.9
1/28/24 15:53,24XX W LEXINGTON ST ,8,1.1,<0.5
4/18/24 7:54,24XX W LOGAN BLVD ,<0.5,<0.5,<0.5
11/3/18,24XX W LUNT AVE,1.1,< 1,< 1
10/7/21 7:06,24XX W LUNT AVE ,2.8,5.2,3.2
2/14/23 8:14,24XX W LUNT AVE ,0.7,0.8,0.8
5/31/19,24XX W MADISON ST,< 1,< 1,< 1
4/4/23 7:00,24XX W MARQUETTE RD ,2.1,2.6,1.1
8/3/18,24XX W MCLEAN AVE,< 1,< 1,< 1
4/23/19,24XX W MCLEAN AVE,< 1,< 1,< 1
6/2/17,24XX W MOFFAT ST,1.2,< 1,< 1
10/1/18,24XX W MOFFAT ST,< 1,< 1,< 1
3/31/19,24XX W MOFFAT ST,1.8,1.9,1.6
2/9/20,24XX W MOFFAT ST,1.9,2.1,9.9
6/6/23 7:22,24XX W MOFFAT ST,3.2,2,1.8
11/30/22 6:13,24XX W MOFFAT ST ,1.1,1.7,2
10/7/23 9:23,24XX W MOFFAT ST ,2.8,1.2,1
1/4/24 5:43,24XX W MOFFAT ST ,0.8,1.6,1.7
7/31/19,24XX W MONTROSE AVE,2.3,5.7,1.4
9/14/20,24XX W MONTROSE AVE,< 1,< 1,< 1
6/22/23 5:04,24XX W MONTROSE AVE ,<0.5,<0.5,<0.5
12/25/23 14:30,24XX W MONTROSE AVE ,0.6,0.7,<0.5
6/18/18,24XX W MORSE AVE,2.1,1.6,1.2
10/3/19,24XX W MORSE AVE,3.2,2.9,2.7
10/30/19,24XX W MORSE AVE,3.4,4.7,5.3
3/22/21,24XX W MORSE AVE,19,5.2,5.5
9/16/22,24XX W MORSE AVE,See Follow-Up Sequential Sampling Table for Results,,
6/24/23 4:50,24XX W MORSE AVE ,1.6,0.9,0.7
2/1/24 3:56,24XX W MORSE AVE ,3.7,2.9,2
6/25/24 7:37,24XX W MORSE AVE ,5.3,11,3.1
1/26/20,24XX W OHIO ST,< 1,< 1,< 1
6/13/22 10:00,24XX W OHIO ST ,1.6,1.1,0.8
11/8/22 6:01,24XX W OHIO ST ,<0.5,<0.5,<0.5
2/9/24 7:00,24XX W OHIO ST ,<0.5,<0.5,<0.5
2/2/24 17:18,24XX W OHIO ST ,<0.5,<0.5,<0.5
5/3/24 6:15,24XX W OHIO ST ,<0.5,<0.5,<0.5
10/2/21 6:16,24XX W Palmer St ,2.8,5,4.5
7/5/16,24XX W PENSACOLA AVE,< 1,< 1,< 1
10/5/16,24XX W PENSACOLA AVE,1.2,5.3,2.5
3/2/17,24XX W PENSACOLA AVE,< 1,< 1,< 1
10/20/18,24XX W PENSACOLA AVE,< 1,1,< 1
1/18/19,24XX W PENSACOLA AVE,< 1,< 1,< 1
6/27/19,24XX W PENSACOLA AVE,< 1,< 1,< 1
6/28/19,24XX W PENSACOLA AVE,< 1,< 1,< 1
10/15/19,24XX W PENSACOLA AVE,2.2,2,1.8
10/15/19,24XX W PENSACOLA AVE,10,10,6.1
6/8/20,24XX W PENSACOLA AVE,8.2,3.8,2.3
9/6/18,24XX W PENSACOLA AVE,43,3.8,3.2
1/17/19,24XX W PENSACOLA AVE,See Follow-Up Sequential Sampling Table for Results,,
9/6/18,24XX W PENSACOLA AVE,43,3.8,3.2
9/1/22 6:33,24XX W PENSACOLA AVE ,1.1,1.2,1.1
1/16/24 8:30,24XX W PENSACOLA AVE ,1.9,1.9,1.7
5/17/21,24XX W POLK ST,< 1,< 1,< 1
10/14/19,24XX W POLK ST,20,1.6,1.5
10/15/21,24XX W POLK ST,See Follow-Up Sequential Sampling Table for Results,,
10/4/21 4:30,24XX W Rice St ,4.7,1.3,1.2
2/14/24 7:30,24XX W RICE ST ,1.4,<0.5,<0.5
6/30/24 8:37,24XX W RICE ST ,9.7,24,6
6/26/19,24XX W SHERWIN AVE,1.4,4.1,2.7
6/22/24 9:35,24XX W SUNNYSIDE AVE ,0.5,<0.5,<0.5
8/22/16,24XX W SUPERIOR ST,8,6.1,5.6
4/22/19,24XX W SUPERIOR ST,7.4,5.6,2.5
7/23/19,24XX W SUPERIOR ST,5.7,10,2.8
10/17/21,24XX W SUPERIOR ST,9.4,16,6
12/6/21,24XX W SUPERIOR ST,See Follow-Up Sequential Sampling Table for Results,,
2/17/24 9:21,24XX W SUPERIOR ST ,0.8,0.7,<0.5
10/17/21 5:30,24XX W SUPERIOR ST ,9.4,16,6
6/15/22 6:37,24XX W SUPERIOR ST ,16,4.3,3.4
1/13/22 11:00,24XX W TAYLOR ST,8.5,230,13
5/9/22,24XX W TAYLOR ST,See Follow-Up Sequential Sampling Table for Results,,
1/13/22 11:00,24XX W TAYLOR ST ,8.5,230,13
6/17/18,24XX W THOMAS ST,< 1,< 1,< 1
6/18/19,24XX W THOMAS ST,6.3,1.9,1.6
8/18/19,24XX W THOMAS ST,< 1,< 1,< 1
3/24/21,24XX W THOMAS ST,< 1,< 1,< 1
7/23/23 6:00,24XX W THOMAS ST ,1.3,1.5,1.5
5/7/23 8:08,24XX W TOUHY AVE ,1.1,1.3,1.5
9/8/20,24XX W VAN BUREN ST,< 1,< 1,< 1
3/30/21,24XX W VAN BUREN ST,< 1,< 1,< 1
12/6/19,24XX W WALTON ST,< 1,< 1,< 1
9/29/20,24XX W WALTON ST,< 1,< 1,< 1
10/26/21 6:07,24XX W WALTON ST ,<1.0,<1.0,<1.0
7/24/22 7:38,24XX W WALTON ST ,<0.5,<0.5,<0.5
11/13/22 6:30,24XX W WALTON ST ,<0.5,<0.5,<0.5
4/12/19,24XX W WARNER AVE,1.6,2.8,2.2
9/26/22 7:23,24XX W WARNER AVE ,1.4,5.3,2.1
1/3/24 7:00,24XX W WARNER AVE ,1.3,2.2,0.7
4/25/24 7:03,24XX W WARNER AVE ,<0.5,<0.5,<0.5
9/19/16,24XX W WILSON AVE,3.2,11,3.3
1/15/17,24XX W WILSON AVE,1.2,< 1,< 1
6/19/19,24XX W WILSON AVE,< 1,< 1,< 1
6/25/19,24XX W WILSON AVE,< 1,< 1,< 1
2/25/23 9:28,24XX W WILSON AVE,<0.5,<0.5,<0.5
7/22/21 7:21,24XX W WILSON AVE ,4.5,7.3,2.8
7/22/21 7:21,24XX W WILSON AVE ,4.5,7.3,2.8
2/16/22 6:43,24XX W WILSON AVE ,2.3,1.7,3.8
11/11/21 7:49,24XX W WILSON AVE ,3.4,18,2.5
4/26/19,24XX W WINNEMAC AVE,< 1,< 1,< 1
8/26/19,24XX W WINNEMAC AVE,4.7,2.3,2
10/8/19,24XX W WINNEMAC AVE,< 1,2,2
2/20/20,24XX W WINNEMAC AVE,< 1,< 1,< 1
1/22/22 9:21,24XX W WINNEMAC AVE ,<0.5,<0.5,<0.5
10/7/20,24XX W WINONA ST,< 1,< 1,< 1
7/25/21 21:00,24XX W. CHICAGO AVE. ,<1.0,<1.0,<1.0
8/1/21 5:50,25XX E 71ST ST ,<1.0,<1.0,<1.0
9/16/20,25XX E 72ND PL,1.2,2.9,1
9/21/18,25XX E 72ND ST,< 1,< 1,< 1
10/25/21 11:10,25XX E 72ND ST ,<1.0,<1.0,<1.0
8/19/19,25XX E 73RD PL,< 1,1.4,2.1
8/25/19,25XX E 73RD PL,6.8,5.6,3.5
9/18/16,25XX E 74TH ST,< 1,< 1,< 1
6/28/19,25XX E 74TH ST,< 1,< 1,2.2
1/7/20,25XX E 81ST ST,10,22,16
1/7/20 6:45,25XX E 81ST ST,10,22,16
7/13/21,25XX E 81ST ST,See Follow-Up Sequential Sampling Table for Results,,
5/30/24 16:00,25XX E 91ST ST ,7.7,0.8,<0.5
3/15/17,25XX E 93RD ST,2.2,5.3,2.4
6/8/19,25XX E 93RD ST,2.7,7.7,3.8
10/8/19,25XX E 93RD ST,3.3,8.1,2.4
12/12/19,25XX E 93RD ST,6.6,11,9.5
10/20/20,25XX E 93RD ST,6,5.9,9.8
10/20/20,25XX E 93RD ST,6,5.9,9.8
7/15/21,25XX E 93RD ST,See Follow-Up Sequential Sampling Table for Results,,
8/12/21 9:00,25XX E 95TH PL ,5.4,5.7,4.1
9/3/19,25XX E 96TH ST,3.5,2.7,1.3
6/22/18,25XX E 96TH ST,6,17,4.1
8/14/18,25XX E 96TH ST,See Follow-Up Sequential Sampling Table for Results,,
